Company,TypeName,Ram,OpSys,Weight,Price,PPI,Cpu processor,Gpu_brand,HDD,SSD,Hybrid,Flash_Storage
Acer,Notebook,12.0,Windows,2.4,53759.52,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Toshiba,Ultrabook,8.0,Windows,1.1,95371.2,176.23257360658386,Intel Core i7,Intel,0,512,0,0
HP,Notebook,8.0,Windows,2.04,45101.52,100.45466986113652,Intel Core i5,Nvidia,1000,0,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.25,24808.2336,100.45466986113652,Intel Core i3,AMD,1000,0,0,0
Dell,Notebook,4.0,Windows,1.9,43956.0,100.45466986113652,Intel Core i5,Intel,500,0,0,0
HP,Notebook,4.0,Windows,2.04,36496.8,141.21199808219862,Intel Core i3,Intel,500,0,0,0
Lenovo,Notebook,6.0,Windows,2.4,37029.6,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Dell,Ultrabook,8.0,Windows,1.5,104587.5744,209.8006828649808,Intel Core i7,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,1.95,62870.4,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,2.04,52161.12,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Lenovo,Notebook,4.0,Windows,1.7,53386.56,111.93520355955212,Intel Core i5,Intel,0,0,508,0
Dell,2 in 1 Convertible,12.0,Windows,2.19,69210.72,141.21199808219862,Intel Core i7,Intel,0,512,0,0
Toshiba,Notebook,4.0,Windows,1.2,63669.6,165.6321180513006,Intel Core i5,Intel,0,128,0,0
Lenovo,Notebook,6.0,Windows,2.2,29250.72,141.21199808219862,AMD Processor,AMD,0,256,0,0
Other,Notebook,4.0,Windows,2.3,34578.72,100.45466986113652,Intel Core i5,Intel,0,256,0,0
Toshiba,Notebook,4.0,Windows,1.75,48751.2,111.93520355955212,Intel Core i5,Intel,500,0,0,0
Dell,Notebook,4.0,Windows,2.25,31914.72,100.45466986113652,Intel Core i5,AMD,500,0,0,0
HP,Notebook,8.0,Windows,2.04,42943.68,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
Lenovo,Gaming,8.0,Windows,2.5,63349.92,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Windows,2.36,39906.72,100.45466986113652,Intel Core i7,AMD,1000,0,0,0
Dell,Notebook,8.0,Windows,1.6,59620.32,157.3505121487356,Intel Core i5,Intel,0,128,0,0
HP,Netbook,8.0,Windows,0.97,101658.24,176.23257360658386,Other Intel Processor,Intel,0,512,0,0
HP,Notebook,4.0,Windows,2.1,26586.72,141.21199808219862,Intel Core i3,AMD,1000,128,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,1.9,14418.6336,100.45466986113652,Other Intel Processor,Intel,0,128,0,0
Lenovo,Notebook,8.0,Windows,2.3,71874.72,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,Ultrabook,8.0,Windows,1.11,71874.72,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Acer,Notebook,4.0,Windows,2.4,20246.4,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
HP,Ultrabook,8.0,Windows,1.48,111301.92,157.3505121487356,Intel Core i7,Intel,0,512,0,0
Acer,Gaming,8.0,Windows,2.7,67132.8,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
HP,Notebook,8.0,Windows,1.34,63349.92,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.18,29144.16,100.45466986113652,Intel Core i3,Intel,0,128,0,0
HP,Notebook,4.0,Windows,1.64,41505.12,111.93520355955212,Intel Core i5,Intel,500,0,0,0
Toshiba,Notebook,4.0,Windows,1.2,63669.6,165.6321180513006,Intel Core i5,Intel,0,128,0,0
HP,Notebook,4.0,Windows,1.48,58607.4672,111.93520355955212,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.95,64202.4,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Ultrabook,8.0,Windows,1.43,77202.72,157.3505121487356,Intel Core i7,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.64,55904.5728,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0
HP,Notebook,4.0,Windows,1.64,36443.52,111.93520355955212,Intel Core i3,Intel,500,0,0,0
Dell,Gaming,8.0,Windows,2.65,50562.72,141.21199808219862,Intel Core i5,Nvidia,0,0,1000,0
HP,Ultrabook,4.0,Windows,1.26,81997.92,176.23257360658386,Intel Core i5,Intel,500,0,0,0
HP,Notebook,4.0,Windows,1.48,84715.2,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Ultrabook,8.0,Windows,1.54,100550.5488,157.3505121487356,Intel Core i7,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.49,42624.0,117.82653006268644,Intel Core i3,Intel,500,0,0,0
Toshiba,Notebook,8.0,Windows,1.5,64468.8,117.82653006268644,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,2.04,41025.0672,100.45466986113652,Intel Core i3,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,1.47,79387.2,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.43,118761.12,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Dell,2 in 1 Convertible,4.0,Windows,2.08,42410.3472,141.21199808219862,Intel Core i3,Intel,1000,0,0,0
Toshiba,Ultrabook,8.0,Windows,1.2,84715.2,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.11,61218.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.64,63159.7104,157.3505121487356,Intel Core i7,Nvidia,0,256,0,0
Dell,Notebook,8.0,Windows,2.09,55754.3232,141.21199808219862,Intel Core i5,Intel,500,0,0,0
HP,Ultrabook,4.0,Windows,1.26,83063.52,125.36742798669836,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,2.31,63349.92,111.93520355955212,Intel Core i5,Intel,500,0,0,0
HP,Notebook,4.0,Windows,1.95,56476.8,111.93520355955212,Intel Core i5,Intel,500,0,0,0
HP,Notebook,8.0,Windows,2.63,57542.4,127.33567457123112,Intel Core i5,Nvidia,0,256,0,0
HP,Notebook,4.0,Windows,1.64,51841.44,111.93520355955212,Intel Core i5,Intel,0,256,0,0
Acer,Notebook,6.0,Windows,2.1,21791.52,100.45466986113652,AMD Processor,AMD,1000,0,0,0
MSI,Gaming,8.0,Windows,2.7,63499.104,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0
HP,Notebook,8.0,Windows,1.95,63669.6,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.84,65480.5872,141.21199808219862,Intel Core i7,Intel,0,256,0,0
HP,Ultrabook,8.0,Windows,1.26,71874.72,176.23257360658386,Intel Core i7,Intel,0,256,0,0
HP,Notebook,4.0,Windows,2.04,39533.76,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Toshiba,Ultrabook,8.0,Windows,1.47,91908.0,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,2.09,56633.976,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.64,53839.9728,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,2 in 1 Convertible,4.0,Windows,1.8,45128.16,141.21199808219862,Intel Core i7,Intel,0,256,0,0
Other,Notebook,2.0,Windows,1.45,11231.424,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,8.0,Windows,2.3,55922.688,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.54,53280.0,157.3505121487356,Intel Core i5,Intel,500,0,0,0
HP,Notebook,8.0,Windows,1.84,112065.9552,141.21199808219862,Intel Core i5,Intel,500,256,0,0
HP,Notebook,8.0,Windows,1.43,78268.32,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Asus,Netbook,4.0,Others/No OS/Linux,1.2,15339.312,135.0942111925629,Other Intel Processor,Intel,0,0,0,16
HP,Notebook,8.0,Windows,1.91,52161.12,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Dell,2 in 1 Convertible,8.0,Windows,2.3,58288.32,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,2.04,52161.12,100.45466986113652,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,2.31,37570.392,100.45466986113652,Intel Core i3,Intel,500,0,0,0
HP,Notebook,4.0,Others/No OS/Linux,1.96,26586.72,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Acer,Notebook,8.0,Windows,2.4,23922.72,100.45466986113652,AMD Processor,AMD,1000,0,0,0
Dell,2 in 1 Convertible,12.0,Windows,1.6,69210.72,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.25,29783.52,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
Dell,Ultrabook,8.0,Windows,1.29,77682.24,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Dell,2 in 1 Convertible,8.0,Windows,1.62,42517.9728,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.06,25679.8944,100.45466986113652,Intel Core i3,Intel,500,0,0,0
HP,Notebook,4.0,Windows,2.31,63882.72,100.45466986113652,Intel Core i5,Intel,500,0,0,0
HP,Ultrabook,8.0,Windows,1.26,63882.72,176.23257360658386,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.49,58075.2,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.3,91294.7472,176.23257360658386,Intel Core i7,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,3.0,35111.52,106.11306214269258,Intel Core i5,AMD,1000,0,0,0
Lenovo,Notebook,4.0,Windows,2.3,52054.56,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Lenovo,Notebook,4.0,Windows,2.1,28771.2,100.45466986113652,Intel Core i5,Intel,500,0,0,0
HP,Notebook,4.0,Windows,2.31,50083.2,141.21199808219862,Intel Core i5,Intel,500,0,0,0
Lenovo,2 in 1 Convertible,4.0,Windows,0.69,34433.2656,224.17380907857276,Other Intel Processor,Intel,0,0,0,64
Dell,Notebook,8.0,Windows,2.18,39960.0,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.54,54931.1472,157.3505121487356,Intel Core i5,Intel,500,0,0,0
HP,Workstation,8.0,Windows,1.9,79653.6,141.21199808219862,Intel Core i7,AMD,0,256,0,0
Lenovo,Notebook,8.0,Windows,1.7,63882.72,157.3505121487356,Intel Core i5,Intel,0,180,0,0
Acer,Notebook,4.0,Windows,2.4,20619.36,100.45466986113652,AMD Processor,AMD,500,0,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.2,20965.1472,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
HP,Notebook,4.0,Others/No OS/Linux,1.86,18434.3472,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
Asus,Gaming,8.0,Windows,2.7,85194.72,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0
Dell,Ultrabook,4.0,Windows,1.4,43601.688,165.6321180513006,Intel Core i5,AMD,0,256,0,0
HP,Netbook,4.0,Windows,2.4,85194.72,125.36742798669836,Intel Core i5,Intel,0,128,0,0
Acer,Notebook,8.0,Windows,2.4,42570.72,141.21199808219862,Intel Core i5,Nvidia,1000,256,0,0
Dell,Notebook,8.0,Windows,2.36,34035.264,141.21199808219862,Intel Core i5,AMD,1000,0,0,0
MSI,Gaming,8.0,Windows,2.6,85194.72,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0
HP,Notebook,4.0,Windows,1.96,26640.0,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Dell,Ultrabook,4.0,Windows,1.5,60480.792,125.36742798669836,Intel Core i3,Intel,500,0,0,0
Dell,Ultrabook,4.0,Windows,1.5,62176.1616,125.36742798669836,Intel Core i3,Intel,0,128,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.2,11135.52,100.45466986113652,Other Intel Processor,Intel,0,16,0,0
Dell,Ultrabook,8.0,Windows,1.5,75289.968,125.36742798669836,Intel Core i5,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.9,80516.2032,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0
Lenovo,2 in 1 Convertible,4.0,Windows,2.1,46193.76,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,2.1,21205.44,141.21199808219862,AMD Processor,AMD,1000,0,0,0
Dell,Notebook,4.0,Windows,2.24,40980.312,100.45466986113652,Intel Core i5,AMD,500,0,0,0
Lenovo,Notebook,4.0,Windows,2.1,22857.12,100.45466986113652,Intel Core i3,Intel,0,128,0,0
HP,Ultrabook,8.0,Windows,1.16,104908.32,165.6321180513006,Intel Core i7,Intel,0,512,0,0
Lenovo,2 in 1 Convertible,4.0,Others/No OS/Linux,0.69,29250.72,224.17380907857276,Other Intel Processor,Intel,0,0,0,64
Dell,Ultrabook,8.0,Windows,1.23,73473.12,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Other,Notebook,4.0,Windows,1.35,10442.88,165.6321180513006,Other Intel Processor,Intel,0,0,0,32
HP,Notebook,8.0,Windows,1.16,90043.2,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.43,80612.64,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.09,27899.0064,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Asus,Notebook,4.0,Windows,2.0,23176.8,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.8,88924.32,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Lenovo,2 in 1 Convertible,4.0,Windows,0.69,25521.12,224.17380907857276,Other Intel Processor,Intel,0,0,0,64
HP,Ultrabook,8.0,Windows,1.26,100965.6,125.36742798669836,Intel Core i5,Intel,0,256,0,0
Lenovo,Gaming,8.0,Others/No OS/Linux,2.4,52693.92,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
HP,Notebook,8.0,Windows,2.04,33513.12,100.45466986113652,Intel Core i7,Intel,2000,0,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.8,109244.2464,157.3505121487356,Intel Core i7,Nvidia,0,512,0,0
Asus,Notebook,4.0,Windows,1.5,14811.84,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
HP,Ultrabook,8.0,Windows,1.84,40066.56,141.21199808219862,Intel Core i7,Intel,0,256,0,0
Acer,Notebook,4.0,Windows,2.23,32820.48,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Dell,Notebook,8.0,Windows,2.5,41771.52,100.45466986113652,Intel Core i5,AMD,1000,0,0,0
HP,Ultrabook,8.0,Windows,1.88,115709.2416,141.21199808219862,Intel Core i7,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.4,60888.384,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
HP,2 in 1 Convertible,8.0,Windows,1.48,86793.12,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,Workstation,8.0,Windows,2.59,118761.12,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
HP,2 in 1 Convertible,8.0,Windows,1.48,95850.72,220.84282406840083,Intel Core i7,Intel,0,256,0,0
HP,Workstation,8.0,Windows,2.0,101178.72,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
HP,Ultrabook,8.0,Windows,1.26,122381.496,176.23257360658386,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,2.18,53807.472,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
HP,Notebook,8.0,Windows,1.88,84129.12,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.27,124621.92,209.8006828649808,Intel Core i7,Intel,0,256,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,1.9,18061.92,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
HP,Notebook,4.0,Windows,1.86,15824.16,100.45466986113652,AMD Processor,AMD,500,0,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.32,31914.72,141.21199808219862,Intel Core i5,AMD,1000,0,0,0
Dell,Gaming,8.0,Windows,2.62,63882.72,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
HP,Notebook,4.0,Windows,1.91,25515.2592,141.21199808219862,AMD Processor,AMD,0,256,0,0
Lenovo,Ultrabook,12.0,Windows,1.4,122490.72,157.3505121487356,Intel Core i7,Intel,0,512,0,0
Lenovo,Notebook,8.0,Windows,2.5,42010.7472,141.21199808219862,Intel Core i5,AMD,0,0,1000,0
HP,2 in 1 Convertible,8.0,Windows,1.48,108744.48,220.84282406840083,Intel Core i7,Intel,0,512,0,0
Lenovo,Ultrabook,8.0,Windows,1.7,79866.72,157.3505121487356,Intel Core i7,Intel,0,256,0,0
HP,Gaming,8.0,Windows,2.62,47898.72,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Lenovo,Notebook,8.0,Windows,2.2,24455.52,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
HP,Notebook,4.0,Others/No OS/Linux,2.1,25414.0272,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,8.0,Windows,1.95,74059.2,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,24935.04,141.21199808219862,Intel Core i3,Nvidia,1000,0,0,0
HP,Notebook,2.0,Windows,1.44,13266.72,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
MSI,Gaming,8.0,Windows,2.2,44701.92,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
HP,Notebook,8.0,Windows,1.96,36177.12,141.21199808219862,Intel Core i7,Intel,0,256,0,0
Asus,Notebook,4.0,Windows,2.2,19660.32,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,2.1,21205.44,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.2,37775.52,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Asus,Notebook,4.0,Windows,2.0,40972.32,157.3505121487356,Intel Core i3,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.32,43956.0,141.21199808219862,Intel Core i7,Intel,0,0,1000,0
HP,Notebook,4.0,Windows,2.07,34632.0,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.36,87219.36,209.8006828649808,Intel Core i5,Intel,0,256,0,0
Lenovo,Ultrabook,6.0,Windows,1.54,44275.68,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Dell,Notebook,8.0,Others/No OS/Linux,1.98,47686.1328,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Acer,Notebook,4.0,Windows,2.1,17742.24,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
HP,Notebook,6.0,Windows,2.18,42570.72,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Asus,Gaming,8.0,Windows,2.591,48431.52,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0
Acer,Notebook,4.0,Windows,2.23,36816.48,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Lenovo,Gaming,8.0,Windows,2.4,43636.32,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
HP,Notebook,4.0,Windows,1.86,25840.8,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Dell,2 in 1 Convertible,8.0,Windows,1.6,63882.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,Notebook,12.0,Windows,2.21,70702.56,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,1.9,19607.04,100.45466986113652,Intel Core i3,AMD,1000,0,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.1,14492.16,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Dell,Notebook,4.0,Windows,2.3,26586.72,100.45466986113652,Intel Core i3,AMD,0,128,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.2,33513.12,100.45466986113652,Intel Core i7,Nvidia,500,0,0,0
Asus,Gaming,8.0,Windows,2.2,62284.32,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Dell,Notebook,8.0,Windows,2.36,47365.92,141.21199808219862,Intel Core i5,AMD,0,256,0,0
HP,Notebook,8.0,Windows,1.91,30849.12,100.45466986113652,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,15930.72,100.45466986113652,AMD Processor,AMD,500,0,0,0
Dell,2 in 1 Convertible,8.0,Windows,2.191,53226.72,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Acer,Netbook,2.0,Others/No OS/Linux,1.3,9270.72,135.0942111925629,Other Intel Processor,Intel,0,32,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.8,28717.92,106.11306214269258,Intel Core i5,Intel,1000,0,0,0
Lenovo,Gaming,8.0,Windows,2.6,67772.16,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Acer,2 in 1 Convertible,8.0,Windows,1.2,61218.72,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,2.3,81465.12,141.21199808219862,Intel Core i7,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.2,78647.1408,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
HP,Notebook,6.0,Windows,2.1,28185.12,141.21199808219862,AMD Processor,AMD,1000,0,0,0
Dell,Ultrabook,8.0,Windows,1.26,91288.3536,176.23257360658386,Intel Core i5,Intel,0,256,0,0
Dell,2 in 1 Convertible,4.0,Windows,2.08,27119.52,146.86047800548656,Intel Core i3,Intel,500,0,0,0
Asus,Notebook,4.0,Windows,2.65,16463.52,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.18,27804.7008,100.45466986113652,Intel Core i5,Intel,1000,0,0,0
MSI,Gaming,8.0,Windows,2.2,61218.72,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Windows,2.3,24988.8528,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
Apple,Ultrabook,4.0,Mac,1.08,51095.52,135.0942111925629,Intel Core i5,Intel,0,0,0,256
HP,Notebook,4.0,Windows,2.1,25467.84,141.21199808219862,Intel Core i3,Intel,1000,0,0,0
HP,Ultrabook,8.0,Windows,1.54,117119.5632,209.8006828649808,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.24,39267.36,100.45466986113652,Intel Core i5,Intel,500,0,0,0
MSI,Gaming,8.0,Windows,2.3,62284.32,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Lenovo,Notebook,6.0,Windows,2.2,31838.5296,141.21199808219862,AMD Processor,AMD,0,256,0,0
Asus,Ultrabook,8.0,Windows,1.45,68198.4,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.4,19276.704,100.45466986113652,Intel Core i3,Intel,500,0,0,0
HP,Notebook,4.0,Windows,1.54,58607.4672,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,1.6,46620.0,111.93520355955212,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.3,30529.44,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.2,17262.72,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
HP,Notebook,4.0,Windows,1.86,21258.72,100.45466986113652,AMD Processor,AMD,500,0,0,0
Lenovo,Notebook,6.0,Windows,2.4,30316.32,141.21199808219862,Intel Core i3,Nvidia,0,128,0,0
Lenovo,Notebook,8.0,Windows,1.9,57116.16,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.2,23655.7872,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Asus,Notebook,4.0,Windows,2.0,18061.92,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Dell,Notebook,4.0,Windows,2.29,26107.2,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Lenovo,Notebook,8.0,Windows,2.32,47685.6,141.21199808219862,Intel Core i7,AMD,0,0,1000,0
MSI,Gaming,8.0,Windows,2.4,65481.12,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Lenovo,2 in 1 Convertible,4.0,Windows,1.8,44382.7728,157.3505121487356,Intel Core i5,Intel,0,128,0,0
Asus,Ultrabook,8.0,Windows,1.2,38841.12,165.6321180513006,Other Intel Processor,Intel,0,512,0,0
Dell,Notebook,6.0,Windows,2.3,24455.52,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.4,15397.92,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Dell,Notebook,2.0,Windows,2.2,20193.12,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Lenovo,Notebook,8.0,Windows,2.6,47898.72,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
HP,Notebook,6.0,Windows,2.04,29303.4672,141.21199808219862,AMD Processor,AMD,0,0,1000,0
Dell,Notebook,8.0,Others/No OS/Linux,2.3,42943.1472,100.45466986113652,Intel Core i7,AMD,1000,0,0,0
HP,Netbook,2.0,Windows,1.17,11135.52,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
Asus,Notebook,4.0,Windows,2.2,38378.6496,100.45466986113652,Intel Core i7,Nvidia,500,0,0,0
Lenovo,2 in 1 Convertible,4.0,Windows,1.8,33992.64,157.3505121487356,Intel Core i7,Intel,0,128,0,0
Lenovo,Notebook,2.0,Windows,1.5,12201.12,111.93520355955212,Other Intel Processor,Intel,0,0,0,64
HP,Notebook,6.0,Windows,2.19,40705.92,100.45466986113652,Intel Core i7,AMD,1000,0,0,0
